ShipmentID,OrderID,ShipmentDate,Carrier,TrackingNumber,Status
SHIP5373,ORDER3373,2023-04-14,UPS,1Z4246346,Delivered
SHIP5374,ORDER3374,2023-10-11,FedEx,1Z2163217,Delivered
SHIP5375,ORDER3375,2023-02-14,USPS,1Z1683455,Delivered
SHIP5376,ORDER3376,2023-08-19,UPS,1Z6281126,Shipped
SHIP5377,ORDER3377,2023-01-23,UPS,1Z6096145,Delivered
SHIP5378,ORDER3378,2023-09-08,FedEx,1Z1507571,In Transit
SHIP5379,ORDER3379,2023-02-10,USPS,1Z8175381,Shipped
SHIP5380,ORDER3380,2023-04-29,USPS,1Z6543202,In Transit
SHIP5381,ORDER3381,2023-09-08,FedEx,1Z9264844,Delivered
SHIP5382,ORDER3382,2023-09-15,FedEx,1Z1050039,Delivered
SHIP5383,ORDER3383,2023-10-03,DHL,1Z1887725,Shipped
SHIP5384,ORDER3384,2023-02-28,FedEx,1Z7662784,Delivered
SHIP5385,ORDER3385,2023-10-31,USPS,1Z3746025,Delivered
SHIP5386,ORDER3386,2023-10-23,DHL,1Z6007090,In Transit
SHIP5387,ORDER3387,2023-05-21,FedEx,1Z9421151,Delivered
SHIP5388,ORDER3388,2023-08-19,DHL,1Z6057058,In Transit
SHIP5389,ORDER3389,2023-12-19,UPS,1Z9129273,In Transit
SHIP5390,ORDER3390,2023-04-04,DHL,1Z8516263,In Transit
SHIP5391,ORDER3391,2023-01-10,UPS,1Z3809247,Delivered
SHIP5392,ORDER3392,2023-07-01,UPS,1Z7870607,Delivered
SHIP5393,ORDER3393,2023-07-05,DHL,1Z6454612,Shipped
SHIP5394,ORDER3394,2023-02-06,UPS,1Z6206565,Shipped
SHIP5395,ORDER3395,2023-01-15,USPS,1Z7265828,Delivered
SHIP5396,ORDER3396,2023-11-19,UPS,1Z3620424,Delivered
SHIP5397,ORDER3397,2023-10-06,FedEx,1Z8907828,Delivered
SHIP5398,ORDER3398,2023-02-27,DHL,1Z9038434,In Transit
SHIP5399,ORDER3399,2023-05-10,DHL,1Z6076762,Delivered
SHIP5400,ORDER3400,2023-05-14,UPS,1Z1561752,In Transit
SHIP5401,ORDER3401,2023-02-26,FedEx,1Z5559022,Shipped
SHIP5402,ORDER3402,2023-09-21,USPS,1Z5187167,Shipped
SHIP5403,ORDER3403,2023-04-16,UPS,1Z3876081,Shipped
SHIP5404,ORDER3404,2023-11-19,UPS,1Z7371322,Delivered
SHIP5405,ORDER3405,2023-11-10,FedEx,1Z1990363,Shipped
SHIP5406,ORDER3406,2023-01-06,USPS,1Z7079054,Shipped
SHIP5407,ORDER3407,2023-03-31,UPS,1Z8209108,Delivered
SHIP5408,ORDER3408,2023-07-26,UPS,1Z1886650,Delivered
SHIP5409,ORDER3409,2023-03-08,USPS,1Z3906732,In Transit
SHIP5410,ORDER3410,2023-05-04,UPS,1Z5530928,Delivered
SHIP5411,ORDER3411,2023-03-25,UPS,1Z8497054,In Transit
SHIP5412,ORDER3412,2023-06-27,USPS,1Z7167230,In Transit
SHIP5413,ORDER3413,2023-12-12,FedEx,1Z8780322,Shipped
SHIP5414,ORDER3414,2023-06-15,DHL,1Z5172340,In Transit
SHIP5415,ORDER3415,2023-07-21,DHL,1Z7454999,Shipped
SHIP5416,ORDER3416,2023-01-23,DHL,1Z2607289,Shipped
SHIP5417,ORDER3417,2023-01-05,USPS,1Z3453321,Shipped
SHIP5418,ORDER3418,2023-12-23,FedEx,1Z1211746,In Transit
SHIP5419,ORDER3419,2023-06-28,FedEx,1Z6479077,In Transit
SHIP5420,ORDER3420,2023-11-21,UPS,1Z8595393,In Transit
SHIP5421,ORDER3421,2023-12-13,DHL,1Z7281010,Shipped
SHIP5422,ORDER3422,2023-09-15,FedEx,1Z5646625,In Transit
SHIP5423,ORDER3423,2023-03-22,DHL,1Z8933820,Shipped
SHIP5424,ORDER3424,2023-06-18,DHL,1Z6925092,Shipped
SHIP5425,ORDER3425,2023-02-23,USPS,1Z4919991,In Transit
SHIP5426,ORDER3426,2023-12-02,USPS,1Z9207561,Delivered
SHIP5427,ORDER3427,2023-08-23,FedEx,1Z6993139,In Transit
SHIP5428,ORDER3428,2023-10-07,UPS,1Z7382400,Delivered
SHIP5429,ORDER3429,2023-05-21,USPS,1Z8276209,In Transit
SHIP5430,ORDER3430,2023-09-15,FedEx,1Z4830492,In Transit
SHIP5431,ORDER3431,2023-03-09,DHL,1Z9504857,Shipped
SHIP5432,ORDER3432,2023-10-12,UPS,1Z3715158,In Transit
SHIP5433,ORDER3433,2023-08-20,UPS,1Z9396113,Delivered
SHIP5434,ORDER3434,2023-09-25,UPS,1Z7218641,Shipped
SHIP5435,ORDER3435,2023-11-16,FedEx,1Z1726870,Shipped
SHIP5436,ORDER3436,2023-04-03,UPS,1Z6795781,Delivered
SHIP5437,ORDER3437,2023-11-26,USPS,1Z7249150,Shipped
SHIP5438,ORDER3438,2023-02-23,FedEx,1Z1870693,In Transit
SHIP5439,ORDER3439,2023-12-26,UPS,1Z7372831,Shipped
SHIP5440,ORDER3440,2023-12-22,UPS,1Z4131604,Shipped
SHIP5441,ORDER3441,2023-08-01,USPS,1Z9357673,In Transit
SHIP5442,ORDER3442,2023-08-22,FedEx,1Z6383489,Shipped
SHIP5443,ORDER3443,2023-10-01,USPS,1Z8179107,Delivered
SHIP5444,ORDER3444,2023-12-15,USPS,1Z2259930,In Transit
SHIP5445,ORDER3445,2023-04-02,FedEx,1Z1368147,In Transit
SHIP5446,ORDER3446,2023-09-12,DHL,1Z5405151,Delivered
SHIP5447,ORDER3447,2023-08-12,UPS,1Z8438650,Delivered
SHIP5448,ORDER3448,2023-04-08,DHL,1Z9471655,Delivered
SHIP5449,ORDER3449,2023-04-14,UPS,1Z4512681,Delivered
SHIP5450,ORDER3450,2023-07-21,FedEx,1Z6891614,In Transit
SHIP5451,ORDER3451,2023-09-07,UPS,1Z9299145,Shipped
SHIP5452,ORDER3452,2023-05-19,USPS,1Z3697975,Delivered
SHIP5453,ORDER3453,2023-07-08,USPS,1Z1001120,In Transit
SHIP5454,ORDER3454,2023-03-03,FedEx,1Z9075710,In Transit
SHIP5455,ORDER3455,2023-06-20,USPS,1Z3104260,Delivered
SHIP5456,ORDER3456,2023-10-06,FedEx,1Z6668215,Delivered
SHIP5457,ORDER3457,2023-09-18,UPS,1Z8409435,Shipped
SHIP5458,ORDER3458,2023-02-23,FedEx,1Z1190615,Shipped
SHIP5459,ORDER3459,2023-01-03,USPS,1Z3947030,Delivered
SHIP5460,ORDER3460,2023-03-10,USPS,1Z8788096,Shipped
SHIP5461,ORDER3461,2023-12-06,FedEx,1Z4535564,Delivered
SHIP5462,ORDER3462,2023-06-03,USPS,1Z5079029,Delivered
SHIP5463,ORDER3463,2023-10-26,USPS,1Z1986261,Shipped
SHIP5464,ORDER3464,2023-02-26,FedEx,1Z4787406,In Transit
SHIP5465,ORDER3465,2023-05-10,UPS,1Z5440779,Delivered
SHIP5466,ORDER3466,2023-03-30,DHL,1Z2899702,In Transit
SHIP5467,ORDER3467,2023-09-11,UPS,1Z9045816,Delivered
SHIP5468,ORDER3468,2023-09-26,UPS,1Z9136555,Shipped
SHIP5469,ORDER3469,2023-06-17,DHL,1Z1463786,Shipped
SHIP5470,ORDER3470,2023-03-31,USPS,1Z6716195,In Transit
SHIP5471,ORDER3471,2023-11-11,FedEx,1Z4221999,In Transit
SHIP5472,ORDER3472,2023-12-14,DHL,1Z5007584,Delivered
SHIP5473,ORDER3473,2023-11-22,FedEx,1Z7533936,In Transit
SHIP5474,ORDER3474,2023-11-07,UPS,1Z1390527,Delivered
SHIP5475,ORDER3475,2023-10-04,DHL,1Z9533010,In Transit
SHIP5476,ORDER3476,2023-05-17,UPS,1Z8108188,Delivered
SHIP5477,ORDER3477,2023-07-15,USPS,1Z7564750,Delivered
SHIP5478,ORDER3478,2023-09-09,DHL,1Z9729041,Delivered
SHIP5479,ORDER3479,2023-11-16,USPS,1Z8905791,In Transit
SHIP5480,ORDER3480,2023-12-28,DHL,1Z3769657,In Transit
SHIP5481,ORDER3481,2023-05-04,UPS,1Z8384372,In Transit
SHIP5482,ORDER3482,2023-04-29,FedEx,1Z4819628,Delivered
SHIP5483,ORDER3483,2023-12-07,UPS,1Z9433388,In Transit
SHIP5484,ORDER3484,2023-06-21,DHL,1Z2943629,In Transit
SHIP5485,ORDER3485,2023-08-16,FedEx,1Z2050071,Shipped
SHIP5486,ORDER3486,2023-01-08,UPS,1Z4670361,Delivered
SHIP5487,ORDER3487,2023-11-10,FedEx,1Z9367384,In Transit
SHIP5488,ORDER3488,2023-07-15,FedEx,1Z3785871,In Transit
SHIP5489,ORDER3489,2023-06-01,DHL,1Z1190242,Shipped
SHIP5490,ORDER3490,2023-09-05,FedEx,1Z2827145,In Transit
SHIP5491,ORDER3491,2023-09-12,FedEx,1Z7274720,Delivered
SHIP5492,ORDER3492,2023-04-09,FedEx,1Z2458447,Delivered
SHIP5493,ORDER3493,2023-05-27,UPS,1Z4037195,Delivered
SHIP5494,ORDER3494,2023-01-06,FedEx,1Z6981467,In Transit
SHIP5495,ORDER3495,2023-01-28,DHL,1Z6132586,Delivered
SHIP5496,ORDER3496,2023-05-28,DHL,1Z4605288,In Transit
SHIP5497,ORDER3497,2023-08-27,UPS,1Z3700010,In Transit
SHIP5498,ORDER3498,2023-04-03,DHL,1Z2857000,Shipped
SHIP5499,ORDER3499,2023-05-17,FedEx,1Z4648426,Delivered
SHIP5500,ORDER3500,2023-01-27,FedEx,1Z9445271,Shipped
SHIP5501,ORDER3501,2023-06-09,FedEx,1Z4519412,In Transit
SHIP5502,ORDER3502,2023-10-22,DHL,1Z3778951,Delivered
SHIP5503,ORDER3503,2023-04-02,USPS,1Z6621310,Shipped
SHIP5504,ORDER3504,2023-10-18,USPS,1Z4722585,Delivered
SHIP5505,ORDER3505,2023-06-23,USPS,1Z3599975,Shipped
SHIP5506,ORDER3506,2023-04-16,UPS,1Z2505865,In Transit
SHIP5507,ORDER3507,2023-01-18,UPS,1Z8319525,Delivered
SHIP5508,ORDER3508,2023-10-25,UPS,1Z7381388,Shipped
SHIP5509,ORDER3509,2023-01-31,DHL,1Z9547442,Delivered
SHIP5510,ORDER3510,2023-04-02,USPS,1Z1005442,Shipped
SHIP5511,ORDER3511,2023-10-27,USPS,1Z3180041,Shipped
SHIP5512,ORDER3512,2023-06-26,UPS,1Z1787759,Delivered
SHIP5513,ORDER3513,2023-01-25,DHL,1Z5288974,In Transit
SHIP5514,ORDER3514,2023-11-16,UPS,1Z5195690,Shipped
SHIP5515,ORDER3515,2023-09-02,FedEx,1Z3319497,Shipped
SHIP5516,ORDER3516,2023-05-18,USPS,1Z5237281,In Transit
SHIP5517,ORDER3517,2023-01-23,USPS,1Z7942655,Shipped
SHIP5518,ORDER3518,2023-09-10,DHL,1Z4745391,In Transit
SHIP5519,ORDER3519,2023-05-08,UPS,1Z8577460,Delivered
SHIP5520,ORDER3520,2023-05-09,USPS,1Z3597086,Shipped
SHIP5521,ORDER3521,2023-01-24,FedEx,1Z7050568,In Transit
SHIP5522,ORDER3522,2023-04-27,UPS,1Z3800308,Delivered
SHIP5523,ORDER3523,2023-11-04,FedEx,1Z7450819,Delivered
SHIP5524,ORDER3524,2023-04-18,DHL,1Z2421826,Delivered
SHIP5525,ORDER3525,2023-06-09,USPS,1Z9594701,Delivered
SHIP5526,ORDER3526,2023-07-02,DHL,1Z8816539,In Transit
SHIP5527,ORDER3527,2023-06-20,UPS,1Z1211620,Shipped
SHIP5528,ORDER3528,2023-11-23,USPS,1Z8849141,Shipped
SHIP5529,ORDER3529,2023-10-20,DHL,1Z8487949,Delivered
SHIP5530,ORDER3530,2023-05-14,USPS,1Z3521217,In Transit
SHIP5531,ORDER3531,2023-10-26,DHL,1Z8162723,In Transit
SHIP5532,ORDER3532,2023-11-02,FedEx,1Z2094942,Shipped
SHIP5533,ORDER3533,2023-07-30,UPS,1Z1678968,Shipped
SHIP5534,ORDER3534,2023-01-11,DHL,1Z7698192,Shipped
SHIP5535,ORDER3535,2023-05-06,UPS,1Z3830606,Shipped
SHIP5536,ORDER3536,2023-12-18,USPS,1Z4443063,In Transit
SHIP5537,ORDER3537,2023-03-14,FedEx,1Z1410877,Delivered
SHIP5538,ORDER3538,2023-10-25,UPS,1Z7051653,In Transit
SHIP5539,ORDER3539,2023-06-21,DHL,1Z3226659,In Transit
SHIP5540,ORDER3540,2023-01-10,FedEx,1Z4607220,Delivered
SHIP5541,ORDER3541,2023-08-04,FedEx,1Z6331506,Delivered
SHIP5542,ORDER3542,2023-11-17,USPS,1Z7508836,Shipped
SHIP5543,ORDER3543,2023-01-10,FedEx,1Z2770073,In Transit
SHIP5544,ORDER3544,2023-09-22,USPS,1Z8531297,In Transit
SHIP5545,ORDER3545,2023-03-05,USPS,1Z8053202,In Transit
SHIP5546,ORDER3546,2023-04-07,USPS,1Z7585106,Shipped
SHIP5547,ORDER3547,2023-03-17,USPS,1Z5286581,In Transit
SHIP5548,ORDER3548,2023-04-03,UPS,1Z4439304,In Transit
SHIP5549,ORDER3549,2023-10-28,DHL,1Z5046100,Delivered
SHIP5550,ORDER3550,2023-11-14,USPS,1Z3564948,Delivered
SHIP5551,ORDER3551,2023-11-13,USPS,1Z2677139,Delivered
SHIP5552,ORDER3552,2023-04-21,DHL,1Z9565390,Shipped
SHIP5553,ORDER3553,2023-02-20,USPS,1Z4477147,Shipped
SHIP5554,ORDER3554,2023-04-08,UPS,1Z3442355,Delivered
SHIP5555,ORDER3555,2023-04-29,USPS,1Z4494717,Delivered
SHIP5556,ORDER3556,2023-05-07,USPS,1Z9760289,In Transit
SHIP5557,ORDER3557,2023-08-07,FedEx,1Z6529179,In Transit
SHIP5558,ORDER3558,2023-11-07,DHL,1Z6080754,In Transit
SHIP5559,ORDER3559,2023-02-02,FedEx,1Z3952424,Shipped
SHIP5560,ORDER3560,2023-06-05,FedEx,1Z4530401,In Transit
SHIP5561,ORDER3561,2023-09-02,UPS,1Z6074641,Shipped
SHIP5562,ORDER3562,2023-05-16,DHL,1Z2169156,In Transit
SHIP5563,ORDER3563,2023-05-22,UPS,1Z5946512,Delivered
SHIP5564,ORDER3564,2023-06-03,UPS,1Z5541139,Shipped
SHIP5565,ORDER3565,2023-05-20,USPS,1Z9375419,Shipped
SHIP5566,ORDER3566,2023-12-05,FedEx,1Z3842444,In Transit
SHIP5567,ORDER3567,2023-06-25,USPS,1Z6018469,Delivered
SHIP5568,ORDER3568,2023-08-07,FedEx,1Z1679922,Delivered
SHIP5569,ORDER3569,2023-11-22,UPS,1Z7997045,Delivered
SHIP5570,ORDER3570,2023-03-27,FedEx,1Z8390706,Delivered
SHIP5571,ORDER3571,2023-07-22,UPS,1Z1163187,Shipped
SHIP5572,ORDER3572,2023-01-26,UPS,1Z4361111,In Transit
SHIP5573,ORDER3573,2023-03-31,UPS,1Z3507221,Delivered
SHIP5574,ORDER3574,2023-01-08,UPS,1Z5256616,Shipped
SHIP5575,ORDER3575,2023-02-03,DHL,1Z3038461,Delivered
SHIP5576,ORDER3576,2023-09-21,DHL,1Z6256297,Delivered
SHIP5577,ORDER3577,2023-03-07,USPS,1Z8619819,Delivered
SHIP5578,ORDER3578,2023-11-03,UPS,1Z4500412,Shipped
SHIP5579,ORDER3579,2023-05-11,FedEx,1Z7081361,In Transit
SHIP5580,ORDER3580,2023-05-22,DHL,1Z2565951,In Transit
SHIP5581,ORDER3581,2023-12-07,UPS,1Z2915550,Shipped
SHIP5582,ORDER3582,2023-11-12,UPS,1Z3634269,Shipped
SHIP5583,ORDER3583,2023-12-12,USPS,1Z6279480,Shipped
SHIP5584,ORDER3584,2023-04-24,USPS,1Z1328959,In Transit
SHIP5585,ORDER3585,2023-11-06,FedEx,1Z7164209,Delivered
SHIP5586,ORDER3586,2023-05-07,UPS,1Z6146504,In Transit
SHIP5587,ORDER3587,2023-09-13,UPS,1Z8654714,Delivered
SHIP5588,ORDER3588,2023-07-27,USPS,1Z9247469,Delivered
SHIP5589,ORDER3589,2023-10-13,DHL,1Z2243259,In Transit
SHIP5590,ORDER3590,2023-04-18,DHL,1Z2890565,In Transit
SHIP5591,ORDER3591,2023-10-12,UPS,1Z8632715,Delivered
SHIP5592,ORDER3592,2023-02-26,DHL,1Z6845386,Delivered
SHIP5593,ORDER3593,2023-02-14,USPS,1Z9573353,Shipped
SHIP5594,ORDER3594,2023-09-23,USPS,1Z4062417,In Transit
SHIP5595,ORDER3595,2023-08-16,DHL,1Z9278110,Shipped
SHIP5596,ORDER3596,2023-02-28,FedEx,1Z8550677,In Transit
SHIP5597,ORDER3597,2023-11-06,UPS,1Z4606947,Delivered
SHIP5598,ORDER3598,2023-05-15,UPS,1Z2984614,In Transit
SHIP5599,ORDER3599,2023-07-11,UPS,1Z7370785,Shipped
SHIP5600,ORDER3600,2023-06-13,DHL,1Z8138340,Delivered
SHIP5601,ORDER3601,2023-05-16,DHL,1Z7266343,Delivered
SHIP5602,ORDER3602,2023-02-08,DHL,1Z9903787,Delivered
SHIP5603,ORDER3603,2023-01-31,DHL,1Z7527647,Delivered
SHIP5604,ORDER3604,2023-08-27,FedEx,1Z5748367,Shipped
SHIP5605,ORDER3605,2023-02-23,FedEx,1Z2576642,Delivered
SHIP5606,ORDER3606,2023-08-24,USPS,1Z3624038,Delivered
SHIP5607,ORDER3607,2023-08-24,USPS,1Z6090669,Shipped
SHIP5608,ORDER3608,2023-03-14,UPS,1Z1778974,In Transit
SHIP5609,ORDER3609,2023-08-02,UPS,1Z9234096,Shipped
SHIP5610,ORDER3610,2023-05-01,USPS,1Z6167496,Shipped
SHIP5611,ORDER3611,2023-08-16,DHL,1Z5037712,In Transit
SHIP5612,ORDER3612,2023-09-29,DHL,1Z2351771,Delivered
SHIP5613,ORDER3613,2023-10-17,DHL,1Z3563505,Delivered
SHIP5614,ORDER3614,2023-07-12,DHL,1Z7326767,Shipped
SHIP5615,ORDER3615,2023-05-04,FedEx,1Z4452779,In Transit
SHIP5616,ORDER3616,2023-08-30,FedEx,1Z7019338,In Transit
SHIP5617,ORDER3617,2023-02-13,UPS,1Z9115003,Shipped
SHIP5618,ORDER3618,2023-09-17,USPS,1Z3018317,Delivered
SHIP5619,ORDER3619,2023-04-03,DHL,1Z2312302,Delivered
SHIP5620,ORDER3620,2023-10-16,DHL,1Z4284129,Delivered
SHIP5621,ORDER3621,2023-02-11,DHL,1Z9700595,Delivered
SHIP5622,ORDER3622,2023-11-23,FedEx,1Z2911057,Delivered
SHIP5623,ORDER3623,2023-05-13,FedEx,1Z5137521,Delivered
SHIP5624,ORDER3624,2023-03-07,USPS,1Z9440995,Delivered
SHIP5625,ORDER3625,2023-08-12,UPS,1Z7099772,In Transit
SHIP5626,ORDER3626,2023-01-20,DHL,1Z2732853,Delivered
SHIP5627,ORDER3627,2023-07-26,DHL,1Z4060646,In Transit
SHIP5628,ORDER3628,2023-03-30,UPS,1Z1888335,In Transit
SHIP5629,ORDER3629,2023-07-09,USPS,1Z9045966,In Transit
SHIP5630,ORDER3630,2023-12-27,DHL,1Z4959422,Shipped
SHIP5631,ORDER3631,2023-01-19,UPS,1Z4902762,In Transit
SHIP5632,ORDER3632,2023-06-09,FedEx,1Z3000190,Delivered
SHIP5633,ORDER3633,2023-09-26,FedEx,1Z5859969,Delivered
SHIP5634,ORDER3634,2023-04-29,UPS,1Z6709896,Delivered
SHIP5635,ORDER3635,2023-06-07,DHL,1Z7634823,Shipped
SHIP5636,ORDER3636,2023-09-28,FedEx,1Z8730310,In Transit
SHIP5637,ORDER3637,2023-01-26,UPS,1Z8884129,In Transit
SHIP5638,ORDER3638,2023-04-25,USPS,1Z4481008,In Transit
SHIP5639,ORDER3639,2023-06-17,UPS,1Z5056840,Delivered
SHIP5640,ORDER3640,2023-02-10,USPS,1Z5774141,Shipped
SHIP5641,ORDER3641,2023-07-17,DHL,1Z3810763,Shipped
SHIP5642,ORDER3642,2023-09-23,FedEx,1Z1047852,Delivered
SHIP5643,ORDER3643,2023-02-18,USPS,1Z1150312,Delivered
SHIP5644,ORDER3644,2023-11-20,UPS,1Z6197948,In Transit
SHIP5645,ORDER3645,2023-11-04,FedEx,1Z9179631,In Transit
SHIP5646,ORDER3646,2023-07-13,FedEx,1Z4421171,Delivered
SHIP5647,ORDER3647,2023-04-29,USPS,1Z6318530,Delivered
SHIP5648,ORDER3648,2023-09-11,USPS,1Z9269239,Delivered
SHIP5649,ORDER3649,2023-04-29,DHL,1Z4432792,Shipped
SHIP5650,ORDER3650,2023-07-01,UPS,1Z9841063,Shipped
SHIP5651,ORDER3651,2023-08-22,FedEx,1Z6220058,Shipped
SHIP5652,ORDER3652,2023-03-22,USPS,1Z3406781,Delivered
SHIP5653,ORDER3653,2023-02-27,DHL,1Z7549831,Shipped
SHIP5654,ORDER3654,2023-05-16,DHL,1Z3006241,Shipped
SHIP5655,ORDER3655,2023-07-20,UPS,1Z3385872,Shipped
SHIP5656,ORDER3656,2023-02-11,UPS,1Z9292766,Shipped
SHIP5657,ORDER3657,2023-08-10,USPS,1Z6924156,Shipped
SHIP5658,ORDER3658,2023-02-22,DHL,1Z7185369,Shipped
SHIP5659,ORDER3659,2023-08-24,USPS,1Z8770626,Shipped
SHIP5660,ORDER3660,2023-04-06,UPS,1Z7860227,Shipped
SHIP5661,ORDER3661,2023-11-15,USPS,1Z5393712,Delivered
SHIP5662,ORDER3662,2023-09-28,DHL,1Z3678569,In Transit
SHIP5663,ORDER3663,2023-08-19,UPS,1Z1390515,Delivered
SHIP5664,ORDER3664,2023-06-16,USPS,1Z3133251,In Transit
SHIP5665,ORDER3665,2023-04-07,DHL,1Z6597081,Shipped
SHIP5666,ORDER3666,2023-02-15,UPS,1Z7748609,In Transit
SHIP5667,ORDER3667,2023-06-20,UPS,1Z1269215,In Transit
SHIP5668,ORDER3668,2023-06-04,USPS,1Z7933848,Delivered
SHIP5669,ORDER3669,2023-03-24,DHL,1Z8569334,Shipped
SHIP5670,ORDER3670,2023-03-26,USPS,1Z1017676,Delivered
SHIP5671,ORDER3671,2023-11-22,DHL,1Z2307190,Delivered
SHIP5672,ORDER3672,2023-10-10,FedEx,1Z2327123,Shipped
SHIP5673,ORDER3673,2023-06-23,USPS,1Z5330275,In Transit
SHIP5674,ORDER3674,2023-07-24,UPS,1Z3586041,In Transit
SHIP5675,ORDER3675,2023-11-27,DHL,1Z5005077,In Transit
SHIP5676,ORDER3676,2023-04-14,USPS,1Z8145422,Shipped
SHIP5677,ORDER3677,2023-01-13,UPS,1Z4467096,Delivered
SHIP5678,ORDER3678,2023-11-19,FedEx,1Z8367034,In Transit
SHIP5679,ORDER3679,2023-12-21,FedEx,1Z2443749,Shipped
SHIP5680,ORDER3680,2023-12-26,FedEx,1Z3140820,Delivered
SHIP5681,ORDER3681,2023-12-17,DHL,1Z1917578,In Transit
SHIP5682,ORDER3682,2023-08-17,DHL,1Z3240824,Shipped
SHIP5683,ORDER3683,2023-04-02,DHL,1Z4235614,Shipped
SHIP5684,ORDER3684,2023-12-21,DHL,1Z1182901,Delivered
SHIP5685,ORDER3685,2023-07-22,USPS,1Z9817110,Delivered
SHIP5686,ORDER3686,2023-05-01,DHL,1Z4076058,Shipped
SHIP5687,ORDER3687,2023-06-16,UPS,1Z1603063,In Transit
SHIP5688,ORDER3688,2023-04-11,DHL,1Z9556416,Shipped
SHIP5689,ORDER3689,2023-11-19,DHL,1Z3274287,Delivered
SHIP5690,ORDER3690,2023-09-13,UPS,1Z1035162,Shipped
SHIP5691,ORDER3691,2023-10-06,USPS,1Z9529343,In Transit
SHIP5692,ORDER3692,2023-02-15,DHL,1Z6246860,In Transit
SHIP5693,ORDER3693,2023-11-12,UPS,1Z9664157,Delivered
SHIP5694,ORDER3694,2023-06-09,FedEx,1Z9128388,Delivered
SHIP5695,ORDER3695,2023-02-20,USPS,1Z5101248,In Transit
SHIP5696,ORDER3696,2023-06-16,USPS,1Z9195039,Delivered
SHIP5697,ORDER3697,2023-02-20,UPS,1Z3465548,Shipped
SHIP5698,ORDER3698,2023-05-01,USPS,1Z6995014,Shipped
SHIP5699,ORDER3699,2023-12-10,DHL,1Z6062736,In Transit
SHIP5700,ORDER3700,2023-06-05,DHL,1Z7010512,In Transit
SHIP5701,ORDER3701,2023-02-05,FedEx,1Z9823183,Delivered
SHIP5702,ORDER3702,2023-12-05,USPS,1Z4430299,Shipped
SHIP5703,ORDER3703,2023-09-04,USPS,1Z7157671,In Transit
SHIP5704,ORDER3704,2023-01-20,DHL,1Z5144552,Delivered
SHIP5705,ORDER3705,2023-06-23,UPS,1Z6975366,Shipped
SHIP5706,ORDER3706,2023-12-28,FedEx,1Z5277725,Shipped
SHIP5707,ORDER3707,2023-07-18,DHL,1Z4085418,Shipped
SHIP5708,ORDER3708,2023-02-05,USPS,1Z8369413,Shipped
SHIP5709,ORDER3709,2023-02-08,DHL,1Z5439558,Shipped
SHIP5710,ORDER3710,2023-06-11,USPS,1Z3358861,Shipped
SHIP5711,ORDER3711,2023-02-10,FedEx,1Z7440942,In Transit
SHIP5712,ORDER3712,2023-01-20,USPS,1Z8724965,Delivered
SHIP5713,ORDER3713,2023-08-31,FedEx,1Z3393089,In Transit
SHIP5714,ORDER3714,2023-09-29,DHL,1Z3749068,In Transit
SHIP5715,ORDER3715,2023-09-30,USPS,1Z4472675,Shipped
SHIP5716,ORDER3716,2023-12-02,DHL,1Z8772532,Delivered
SHIP5717,ORDER3717,2023-12-02,FedEx,1Z6443106,In Transit
SHIP5718,ORDER3718,2023-08-23,USPS,1Z4124809,Delivered
SHIP5719,ORDER3719,2023-11-16,DHL,1Z4495625,Shipped
SHIP5720,ORDER3720,2023-01-20,DHL,1Z6179741,Shipped
SHIP5721,ORDER3721,2023-10-16,USPS,1Z5229623,Shipped
SHIP5722,ORDER3722,2023-11-30,DHL,1Z1166221,Delivered
SHIP5723,ORDER3723,2023-02-15,USPS,1Z2108518,Delivered
SHIP5724,ORDER3724,2023-01-26,DHL,1Z8187984,In Transit
SHIP5725,ORDER3725,2023-04-05,USPS,1Z6586818,Delivered
SHIP5726,ORDER3726,2023-12-06,DHL,1Z3248334,In Transit
SHIP5727,ORDER3727,2023-05-28,USPS,1Z5694831,Delivered
SHIP5728,ORDER3728,2023-02-22,FedEx,1Z2565842,Shipped
SHIP5729,ORDER3729,2023-01-28,UPS,1Z2510694,Shipped
SHIP5730,ORDER3730,2023-03-27,UPS,1Z8741801,Shipped
SHIP5731,ORDER3731,2023-11-22,FedEx,1Z2884551,Shipped
SHIP5732,ORDER3732,2023-01-06,UPS,1Z8576925,Delivered
SHIP5733,ORDER3733,2023-07-09,DHL,1Z3785494,Shipped
SHIP5734,ORDER3734,2023-09-26,DHL,1Z8513266,Shipped
SHIP5735,ORDER3735,2023-08-09,USPS,1Z7999058,Shipped
SHIP5736,ORDER3736,2023-07-12,FedEx,1Z9087477,Delivered
SHIP5737,ORDER3737,2023-04-11,UPS,1Z9258583,In Transit
SHIP5738,ORDER3738,2023-08-24,FedEx,1Z7993063,Delivered
SHIP5739,ORDER3739,2023-11-30,USPS,1Z3659296,Delivered
SHIP5740,ORDER3740,2023-05-11,FedEx,1Z6379863,Delivered
SHIP5741,ORDER3741,2023-08-05,UPS,1Z6299193,Delivered
SHIP5742,ORDER3742,2023-07-22,FedEx,1Z5470717,Delivered
SHIP5743,ORDER3743,2023-11-26,DHL,1Z8634396,Delivered
SHIP5744,ORDER3744,2023-02-20,USPS,1Z1219204,Delivered
SHIP5745,ORDER3745,2023-02-11,USPS,1Z1639826,Delivered
SHIP5746,ORDER3746,2023-10-04,UPS,1Z4661055,Delivered
SHIP5747,ORDER3747,2023-04-09,UPS,1Z6836564,In Transit
